category,assumptions,t0,t1
2,\textrm{wahr},\begin{array}{r|rrrrrr}  & 5 & 3 & 5 & 3 & 2 & 4\\-2 &  & -10 & 14 & -38 & 70 & -144\\ \hline  & 5 & -7 & 19 & -35 & 72 & -140\end{array},"p{\left(x\right)} = (x + 2)\,(5\,x^{4}-7\,x^{3} + 19\,x^{2}-35\,x + 72)-140"
2,\textrm{wahr},\begin{array}{r|rrrrr}  & 4 & 4 & 0 & 0 & 4\\1 &  & 4 & 8 & 8 & 8\\ \hline  & 4 & 8 & 8 & 8 & 12\end{array},"p{\left(x\right)} = (x-1)\,(4\,x^{3} + 8\,x^{2} + 8\,x + 8) + 12"
2,\textrm{wahr},\frac{\left|y-7\right| }{-3}\le 1,\left|y-7\right| \le -3
2,\textrm{wahr},\left|y-7\right| \ge -3,\left( y-7\ge -3\right) \wedge \left( y-7\le 3\right)
2,\textrm{wahr},\left|y-7\right| \ge -3,\left( y-7\le -3\right) \wedge \left( y-7\ge 3\right)
2,\textrm{wahr},\left|y-7\right| \ge -3,\left( y-7\ge 3\right) \wedge \left( y-7\le -3\right)
2,\textrm{wahr},\frac{y-1}{4}\le 1,\frac{\left|y-1\right| }{4}\le 1
2,y\neq 0,\left( y\le \frac{5}{7}\right) \wedge \left( y > 0\right),y\neq 0
2,\textrm{wahr},\frac{y-1}{4}\le 1,\left|y-1\right| \le 4
2,\textrm{wahr},y-1\le 4,\left( y-1\le 4\right) \wedge \left( y-1\ge -4\right)
2,\textrm{wahr},\left( d + 5\right)^{2} = 25,d + 5 = 5
2,\textrm{wahr},d = 0,\mathbb{L} = \left\{0\right\}
2,\textrm{wahr},\begin{array}{r|rrrrrr}  & 2 & 4 & 2 & 4 & 4 & 3\\1 &  & 2 & 6 & 8 & 12 & 16\\ \hline  & 2 & 6 & 8 & 12 & 16 & 19\end{array},"p{\left(x\right)} = (x-1)\,(2\,x^{4} + 6\,x^{3} + 8\,x^{2} + 12\,x + 16) + 19"
2,\left( \left( y\neq 0\right) \wedge \left( x\neq -3\right)\right) \wedge \left( x\neq -4\right),\Rightarrow \left( \frac{7}{2}\right)^{2}-(12-\frac{3}{y})\ge 0,\frac{49}{4}-12 + \frac{3}{y}\ge 0
2,\textrm{wahr},\left|y + 4\right| \le 4,\left( y-4\le 4\right) \wedge \left( y-4\ge -4\right)
2,\textrm{wahr},"y + 4 = 3\,\cos{\left(2\,x-4\right)}","\left|\frac{y + 4}{3}\right|  = \cos{\left(2\,x-4\right)}"
2,\textrm{wahr},\left|y + 4\right| \le 3,\left( y + 4\le 3\right) \wedge \left( y-4\ge -3\right)
1,n > 3,"\sum_{ k = 3}^{n}\left(3\,k + 3\right)",\sum_{ k = 1}^{n}\left(k + 3\right) + 15
1,\textrm{wahr},"\sum_{ k = 1}^{n}\left(3\,k + 3\right)","\frac{1}{2}\,(3\,n + 3)\,(3\,k + 3 + 1)"
2,\textrm{wahr},"1 \cdot 1 \cdot 1 \cdot 4\,\frac{1\, |\, 1 \cdot 2 \cdot 3}{1 \cdot 2 \cdot 3 \cdot 7}","p{\left(x\right)} = (x + 1)\,(x^{2} + 2\,x + 3) + 7"
1,\textrm{wahr},"\sum_{ k = 1}^{n}\left(3\,k + 3\right)","\frac{1}{2}\,(3\,n + 3)\,(3\,n + 3 + 1)"
1,n > 3,"\sum_{ k = 3}^{n}\left(3\,k + 3\right)","\frac{1}{2}\,(3\,n + 3)\,(3\,k + 3 + 1)"
2,\textrm{wahr},\begin{array}{r|rrr}  & 1 \cdot 1 & 1 & 4\\-1 & -1 & 0 & -1\\ \hline  & -1 \cdot 0 & 1 & -3\end{array},"p{\left(x\right)} = (x + 1)\,(x^{2} + 2\,x + 3) + 7"
2,\textrm{wahr},\begin{array}{r|rrr}  & 1 \cdot 1 & 1 & 4\\-1 & -1 & 0 & -1\\ \hline  & -1 \cdot 0 & 1 & -3\end{array},"p{\left(x\right)} = (x + 1)\,(-x + 1)-3"
2,\textrm{wahr},"y + 1 = -4\,\cos{\left(2\,x-1\right)}","\frac{-y + 1}{4} = \cos{\left(2\,x-1\right)}"
2,\textrm{wahr},y + 1\le -4,\left( y + 1\le -4\right) \wedge \left( y + 1\ge -4\right)
2,\textrm{wahr},\left( y + 1\le -4\right) \wedge \left( y + 1\ge -4\right),\left( y\le -5\right) \wedge \left( y\ge -3\right)
2,y\neq 0,\left|-\frac{4}{y}-3\right| \le 0,-\frac{4}{y}-3 < 0
2,y\neq 0,-\frac{4}{y}\le 3,y\le -\frac{3}{4}
1,\textrm{wahr},"\sum_{ k = 1}^{n}\left(3\,k + 3\right)","\frac{1}{2}\,(3\,n + 3)\,(3\,n + 3 + 1 \cdot 6)"
1,\textrm{wahr},"\sum_{ k = 1}^{n}\left(3\,k + 3\right)","\frac{1}{2}\,(3\,n + 3)\,(3\,n + 9)"
1,\textrm{wahr},"\sum_{ k = 1}^{n}\left(3\,k + 3\right)","\frac{1}{2}\,(3\,n + 3)\,(3\,n + 9) + \frac{1}{2}\,3\,n\,(3\,n + 1)"
1,\textrm{wahr},"\sum_{ k = 1}^{n}\left(3\,k + 3\right)","\frac{1}{2}\,3\,n\,(3\,n + 1) + \frac{1}{2}\,3\,n\,(3\,n + 1)"
1,\textrm{wahr},"\sum_{ k = 1}^{n}\left(3\,k + 3\right)","(3\,n + 3)\,\frac{1}{2}\,n\,(n + 1)"
1,\textrm{wahr},"(x^{2} + x + 3)\,2\,x^{2}","x^{2} + x + 3 \cdot 2\,x^{2}"
1,\textrm{wahr},"\sum_{ k = 1}^{n}\left(3\,k + 3\right)","\frac{1}{2}\,(3\,n + 3)\,(3\,n + 4)"
2,\textrm{wahr},\begin{array}{r|rrr}  & 1 \cdot 1 & 1 & 4\\-1 & -1 & 0 & -1\\ \hline  & -1 \cdot 0 & 1 & -3\end{array},"p{\left(x\right)} = (x-1)\,(-x + 1)-3"
1,\textrm{wahr},"x^{2} + x + 3 \cdot 2\,x^{2}","2\,x^{4} + 2\,x^{3} + 6\,x^{2}"
2,\textrm{wahr},\begin{array}{r|rrr}  & 1 \cdot 1 & 1 & 4\\-1 & -1 & 0 & -1\\ \hline  & -1 \cdot 0 & 1 & -3\end{array},"p{\left(x\right)} = (x + 1)\,(-x^{2} + 1)"
2,\textrm{wahr},\begin{array}{r|rrr}  & 1 \cdot 1 & 1 & 4\\-1 & -1 & 0 & -1\\ \hline  & 1 \cdot 0 & 1 & 3\end{array},"p{\left(x\right)} = (x + 1)\,(x^{2} + x) + 3"
2,\textrm{wahr},\begin{array}{r|rrrr}  & 1 & 1 & 1 & 4\\-1 &  & -1 & 0 & -1\\ \hline  & 1 & 0 & 1 & 3\end{array},"p{\left(x\right)} = (x + 1)\,(x^{2} + x) + 3"
2,\textrm{wahr},\begin{array}{r|rrrr}  & 1 & 1 & 1 & 4\\-1 &  & -1 & 0 & -1\\ \hline  & 1 & 0 & 1 & 3\end{array},"p{\left(x\right)} = (x + 1)\,(x^{2} + 1) + 3"
2,\textrm{wahr},\begin{array}{r|rrrrr}  & 1 & 3 & 4 & 3 & 2\\-3 &  & -3 & 0 & -12 & 27\\ \hline  & 1 & 0 & 4 & -9 & 29\end{array},"p{\left(x\right)} = (x + 3)\,(x^{3} + 4\,x-9) + 29"
2,\textrm{wahr},"y-3 = x^{2}-2\,x",y-3 = 0
2,\textrm{wahr},"y-3 = x\,(x-2)",\frac{y-3}{x} = x-2
1,n > 3,"\sum_{ k = 3}^{n}\left(-4\,k-4\right)","-2\,n\,(n-3)-4\,(n-3)"
1,n > 3,"\sum_{ k = 3}^{n}\left(-4\,k-4\right)","-2\,n\,(n + 3)-4\,(n + 3)"
1,\textrm{wahr},"-3\,\sum_{ k = 1}^{n}k-\sum_{ K = 1}^{n}2","-\frac{n\,(n + 1)}{2}-2\,n"
1,n > 3,"\sum_{ k = 3}^{n}\left(-4\,k-4\right)","-\frac{4}{2}\,n\,(n-3)-4\,(n-3)"
1,n > 3,"\sum_{ k = 3}^{n}\left(-4\,k-4\right)","-\frac{4}{2}\,(n-3\,(n-2)-4\,(n-3))"
1,n > 3,"\sum_{ k = 3}^{n}\left(-4\,k-4\right)","-\frac{4}{2}\,(n-3)\,(n-2)-4\,(n-3)"
1,\textrm{wahr},"\sum_{ k = 1}^{n}\left(-5\,k-4\right)","-5\,\sum_{ k = 1}^{n}K\,k-\sum_{ k = 1}^{n}4"
1,\textrm{wahr},"-5\,\sum_{ k = 1}^{n}K\,k-\sum_{ k = 1}^{n}4","-5\,\frac{n\,(n + 1)}{2}-4\,n"
1,n > 3,"\sum_{ k = 3}^{n}\left(-4\,k-4\right)","-\frac{4}{2}\,(n-3)\,(n + 3)-4\,(n + 3)"
1,n > 3,"\sum_{ k = 3}^{n}\left(-4\,k-4\right)","-\frac{4}{2}\,(n + 3)\,(n + 3)-4\,(n + 3)"
1,n > 3,"\sum_{ k = 3}^{n}\left(-4\,k-4\right)","-\frac{4}{2}\,(n-3)\,(n + 4)-4\,(n-3)"
2,\left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq 1\right),\frac{1}{y}\ge -4,y\ge \frac{1}{4}
1,n > 3,"\sum_{ k = 3}^{n}\left(-4\,k-4\right)","-\frac{4}{2}\,n\,(n + 1)-(-12)-4\,n-(-12)"
2,\left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq 1\right),\frac{1}{y}\ge -4,"1\ge -4\,y"
2,\left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq 1\right),\frac{1}{y}\ge -4,y = -\frac{1}{4}
1,n > 4,"\sum_{ k = 4}^{n}\left(-2\,k + 5\right)","-\frac{2}{2}\,n\,(n + 1) + 5\,n"
1,n > 4,"\sum_{ k = 4}^{n}\left(-2\,k + 5\right)","-\frac{2}{2}\,(n-4)\,(n + 1) + 5\,(n-4)"
1,n > 4,"\sum_{ k = 4}^{n}\left(-2\,k + 5\right)","-\frac{2}{2}\,(n-4)\,(n-3) + 5\,(n-4)"
2,\left( \left( y\neq 0\right) \wedge \left( x\neq 2\right)\right) \wedge \left( x\neq 1\right),"x^{2}-3\,x + 2 + \left( \frac{3}{2}\right)^{2}-\left( \frac{3}{2}\right)^{2} = \frac{5}{y}",\left( x-\frac{3}{2}\right)^{2} = \frac{5}{y}-\frac{17}{4}
2,\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 2\right)\right) \wedge \left( x\neq 1\right)\right) \wedge \left( y < 0\right),"20-17\,y\ge 0","-17\,y\le -20"
2,\left( \left( y\neq 0\right) \wedge \left( x\neq 2\right)\right) \wedge \left( x\neq 1\right),"x^{2}-3\,x + 2 + \left( \frac{3}{2}\right)^{2}-\left( \frac{3}{2}\right)^{2} = \frac{5}{y}",\left( x-\frac{3}{2}\right)^{2} = \frac{5}{y}-\frac{1}{4}
2,\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 2\right)\right) \wedge \left( x\neq 1\right)\right) \wedge \left( y < 0\right),"20-1\,y\ge 0","-1\,y\le -20"
2,\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 2\right)\right) \wedge \left( x\neq 1\right)\right) \wedge \left( y < 0\right),"20 + 1\,y\ge 0","+1\,y\le -20"
1,n > 4,"\sum_{ k = 4}^{n}\left(-2\,k + 5\right)","-\frac{2}{2}\,n\,(n + 1) + 5\,n-5 \cdot 4-(-2) \cdot 4"
1,n > 4,"\sum_{ k = 4}^{n}\left(-2\,k + 5\right)","-\frac{2}{2}\,n\,(n + 1) + 5\,n-(-\frac{2}{2} \cdot 4\,(4 + 1))-5 \cdot 4"
1,n > 4,"-\frac{2}{2}\,n\,(n + 1) + 5\,n-(-\frac{2}{2} \cdot 4\,(4 + 1))-5 \cdot 4","-\frac{2}{2}\,n\,(n + 1) + 5\,n-40"
1,n > 4,"\sum_{ k = 1}^{n-3}\left(-2\,(k + 3) + 5\right)","-\frac{2}{2}\,(n-3)\,(n-2) + 5\,(n-3)"
1,n > 4,"\sum_{ k = 4}^{n}\left(-2\,k + 5\right)","-\frac{2}{2}\,(n-3)\,(n-2) + 5\,(n-3)"
1,n > 4,"\sum_{ k = 4}^{n}\left(-2\,k + 5\right)","-\frac{2}{2}\,(n-3)\,(n-3 + 1) + 5\,(n-3)"
1,\textrm{wahr},"\sum_{ k = 1}^{n}\left(4\,k-3\right)","4\,\frac{1}{2}\,n\,(n + 1)-3"
1,\textrm{wahr},"\sum_{ k = 1}^{n}\left(4\,k-3\right)","\frac{4}{2}\,n\,(n + 1)-3"
1,n > 4,"\sum_{ k = 1}^{n-3}\left(-2\,(k + 3) + 5\right)","-\frac{2}{2}\,(n-3)\,(n-3 + 1) + 5\,(n-3)"
1,\textrm{wahr},"\sum_{ k = 1}^{n}\left(4\,k-3\right)","\frac{4}{2}\,n\,(4\,n-3)"
1,\textrm{wahr},"\sum_{ k = 1}^{n}\left(4\,k-3\right)","\frac{1}{2}\,n\,(4\,n-3)"
1,n > 4,"\sum_{ k = 1}^{n-3}\left(-2\,(k + 3) + 5\right)","\sum_{ k = 1}^{n-3}2\,(-k-3) + 5"
1,n > 4,"\sum_{ k = 1}^{n-3}2\,(-k-3) + 5","-\frac{2}{2}\,(n-3)\,(n-3 + 1) + 5\,(n-3)"
1,n > 4,"\sum_{ k = 1}^{n-3}\left(-2\,(k + 3) + 5\right)","-\frac{2}{2}\,(n + 3)\,(n + 3 + 1) + 5\,(n + 3)"
1,\textrm{wahr},"2\,\sum_{ \kappa = 1}^{n}\kappa-\sum_{ K = 1}^{n}4","-\frac{n\,(n + 1)}{2}-4\,n"
1,\textrm{wahr},"2\,\sum_{ \kappa = 1}^{n}\kappa-\sum_{ K = 1}^{n}4","+\frac{n\,(n + 1)}{2}-4\,n"
2,\textrm{wahr},\left( y\ge 3\right) \wedge \left( y\le 11\right),"W = \left[-\infty ,11\right]"
1,\textrm{wahr},"\sum_{ k = 1}^{n}\left(2\,k-4\right)","2\,\sum_{ k = 1}^{n}K\,k-\sum_{ k = 1}^{n}4"
1,\textrm{wahr},"2\,\sum_{ k = 1}^{n}K\,k-\sum_{ k = 1}^{n}4","+\frac{n\,(n + 1)}{2}-4\,n"
1,\textrm{wahr},"2\,\sum_{ k = 1}^{n}k-\sum_{ k = 1}^{n}4","+\frac{n\,(n + 1)}{2}-4\,n"
1,\textrm{wahr},"2\,\sum_{ k = 1}^{n}k-\sum_{ k = 1}^{n}4","-\frac{n\,(n + 1)}{2} + 4\,n"
2,\textrm{wahr},-y + 2.75\le 0,-y\ge -2.75
2,\textrm{wahr},\left( -y + 2.75\le 0\right) \vee \left( -y + 2.75\ge 0\right),-y\le -2.75
1,\textrm{wahr},"-5\,\sum_{ \kappa = 1}^{n}\kappa + \sum_{ \kappa = 1}^{n}2","-5\,\frac{n\,(n + 1)}{2} \cdot 2\,n"
1,\textrm{wahr},"-5\,\sum_{ k = 1}^{n}k + \sum_{ k = 1}^{n}2","-5\,\frac{n\,(n + 1)}{2} \cdot 2\,n"
1,n > 4,"\sum_{ k = 4}^{n}\left(-2\,k-1\right)","\frac{1}{2}\,n\,(-2\,n-10)"
2,y\neq 0,y = \frac{-4}{x^{2} + 5},"\frac{1}{4}\,y = x^{2} + 5"
2,y\neq 0,y = \frac{-4}{x^{2} + 5},\frac{y}{-4} = x^{2} + 5
1,n > 4,"\sum_{ k = 4}^{n}\left(-2\,k + 5\right)","-2\,n\,(n + 1)-(-\frac{2}{2}) \cdot 3\,(3 + 1) + 5\,n-5 \cdot 3"
1,n > 3,"\sum_{ k = 3}^{n}\left(-3\,k-5\right)","\frac{1}{2}\,n\,(-3\,n-19)"
1,n > 3,"\sum_{ k = 3}^{n}\left(-3\,k-5\right)","\frac{1}{2}\,n\,(-3\,n-13)"
2,\left( y\neq 0\right) \wedge \left( y > 0\right),y = \frac{-4}{x^{2} + 5},y = \frac{-4}{0^{2} + 5}
2,\left( y\neq 0\right) \wedge \left( x > 0\right),y = \frac{-4}{x^{2} + 5},y = \frac{-4}{0^{2} + 5}
2,\left( y\neq 0\right) \wedge \left( x > 0\right),y = \frac{-4}{0^{2} + 5},\textrm{falsch}
2,y\neq 0,y = \frac{5}{x^{2} + 7},x^{2} = \frac{7}{y}-5
2,y\neq 0,y = \frac{-4}{x^{2} + 5},y = x^{2} + 5
2,y\neq 0,y = \frac{-4}{x^{2} + 5},"-\frac{1}{4}\,y = x^{2} + 5"
2,y\neq 0,y = \frac{5}{x^{2} + 7},"y\,x^{2} = \frac{7}{y}-5"
2,y\neq 0,y\le 0,\textrm{wahr}
2,y\neq 0,x^{2} + 5 = \frac{-4}{y},y = 0
2,y\neq 0,"y\,x^{2} + 7\,y = 5","x^{2} = \frac{5-7\,y}{y}"
1,\textrm{wahr},"2\,x^{3} + 2\,x^{2} + 2\,x + 1\,(x + 1)","2\,x^{4} + 2\,x^{3} + 2\,x^{3} + 2\,x^{2} + 2\,x^{2} + 2\,x + x + 1"
1,\textrm{wahr},"(2\,x^{3} + 2\,x^{2} + 2\,x + 1)\,(x + 1)","2\,x^{3} + 2\,x^{2} + 2\,x + 1\,(x + 1)"
2,x\neq \frac{3}{1},"(x-3)\,y = -4\,x-1","(1 + 4\,y)\,x = 3\,y-1"
1,\textrm{wahr},"2\,x^{4} + 2\,x^{3} + 2\,x^{3} + 2\,x^{2} + 2\,x^{2} + 2\,x + x + 1","2\,x^{4} + 4\,x^{3} + 4\,x^{2} + 2\,x + 1"
1,\textrm{wahr},"(3\,x^{3} + x^{2} + 3\,x + 1)\,x^{2} + (3\,x^{3} + x^{2} + 3\,x + 1)\,x","3\,x^{5} + x^{4} + 3\,x^{3} + x^{2} + 4\,x^{4} + x^{3} + 3\,x^{2} + x"
2,y\neq 0,f{\left(x\right)} = \frac{3}{x^{2} + 4},y = \frac{3}{x^{2} + 4}
2,\textrm{wahr},\begin{array}{r|rrrrrr}  & 4 & 2 & 2 & 2 & 4 & 1\\1 &  & 4 & 6 & 8 & 10 & 14\\ \hline  & 4 & 6 & 8 & 10 & 14 & 15\end{array},"p{\left(x\right)} = (x-1)\,(4\,x^{4} + 6\,x^{3} + 8\,x^{2} + 10\,x + 14)-15"
2,\textrm{wahr},\begin{array}{r|rrrrrr}  & 4 & 2 & 2 & 2 & 4 & 1\\1 &  & 4 & 6 & 8 & 10 & 14\\ \hline  & 4 & 6 & 8 & 10 & 14 & 15\end{array},"p{\left(x\right)} = (x-1)\,(4\,x^{4} + 6\,x^{3} + 8\,x^{2} + 10\,x + 14) + 15"
2,\left( y\neq 0\right) \wedge \left( y\ge -\frac{4}{5}\right),y = \frac{-4}{x^{2} + 5},-\frac{4}{5} = \frac{-4}{x^{2} + 5}
2,\textrm{wahr},\begin{array}{r|rrrrrr}  & 2 & 5 & 4 & 4 & 3 & 2\\-1 &  & -2 & -3 & -1 & -3 & 0\\ \hline  & 2 & 3 & 1 & 3 & 0 & 0\end{array},"p{\left(x\right)} = (x + 1)\,(2\,x^{4} + 3\,x^{3} + x^{2} + 3\,x)"
2,\textrm{wahr},\begin{array}{r|rrrrrr}  & 2 & 5 & 4 & 4 & 3 & 2\\-1 &  & -2 & -3 & -1 & -3 & 0\\ \hline  & 2 & 3 & 1 & 3 & 0 & 2\end{array},"p{\left(x\right)} = (x + 1)\,(2\,x^{4} + 3\,x^{3} + x^{2} + 3\,x) + 2"
2,\textrm{wahr},\begin{array}{r|rrrrrr}  & 1 & 0 & 3 & 3 & 0 & 5\\-1 &  & -1 & 1 & -4 & 1 & -1\\ \hline  & 1 & -1 & 4 & -1 & 1 & 4\end{array},"p{\left(x\right)} = (x + 1)\,(x^{4}-x^{3} + 4\,x^{2}-x + 1) + 4"
1,\textrm{wahr},2 + \sum_{ k = 1}^{n}k + \sum_{ k = 1}^{n}3,"2\,\frac{n\,(n + 1)}{2} + 3"
1,\textrm{wahr},"\sum_{ k = 1}^{n}\left(2\,k + 3\right)",2 + \sum_{ k = 1}^{n}k + \sum_{ k = 1}^{n}3
1,\textrm{wahr},2 + \sum_{ k = 1}^{n}k + \sum_{ k = 1}^{n}3,"2\,\frac{n\,(n + 1)}{2} + 3\,n"
1,\textrm{wahr},"2\,\sum_{ k = 1}^{n}k + \sum_{ k = 1}^{n}3","2 + \frac{n\,(n + 1)}{2} + 3\,n"
1,n > 4,"-2\,\sum_{ k = 4}^{n}k + \sum_{ k = 4}^{n}3","-2\,\frac{n\,(n + 1)\,(n + 2)\,(n + 3)\,(n + 4)}{2} + 3"
2,\textrm{wahr},\begin{array}{r|rrrrr}  & 2 & 1 & 1 & 1 & 1\\1 &  & 2 & 3 & 4 & 5\\ \hline  & 3 & 3 & 4 & 5 & 6\end{array},"p{\left(x\right)} = (x + 1)\,(3\,x^{4} + 3\,x^{3} + 4\,x^{2} + 5\,x) + 6"
2,\textrm{wahr},\begin{array}{r|rrrrr}  & 2 & 1 & 1 & 1 & 1\\-1 &  & -2 & -1 & 0 & 1\\ \hline  & 3 & -1 & 0 & 1 & 2\end{array},"p{\left(x\right)} = (x + 1)\,(3\,x^{4}-1\,x^{3} + 1\,x) + 6"
2,\textrm{wahr},\begin{array}{r|rrrrr}  & 2 & 1 & 1 & 1 & 1\\-1 &  & -2 & -1 & 0 & 1\\ \hline  & 2 & -1 & 0 & 1 & 2\end{array},"p{\left(x\right)} = (x + 1)\,(2\,x^{4}-1\,x^{3} + 1\,x) + 6"
2,\textrm{wahr},\begin{array}{r|rrrrr}  & 2 & 1 & 1 & 1 & 1\\-1 &  & -2 & -1 & 0 & 1\\ \hline  & 2 & -1 & 0 & 1 & 2\end{array},"p{\left(x\right)} = (x + 1)\,(2\,x^{4}-1\,x^{3} + 1\,x) + 2"
2,\textrm{wahr},\begin{array}{r|rrrrr}  & 2 & 1 & 1 & 1 & 1\\-1 &  & -2 & -2 & -2 & -2\\ \hline  & 2 & -1 & -1 & -1 & -1\end{array},"p{\left(x\right)} = (x + 1)\,(2\,x^{4}-1\,x^{3}-1\,x^{2}-1\,x) + 2"
2,\textrm{wahr},\begin{array}{r|rrrrr}  & 2 & 1 & 1 & 1 & 1\\-1 &  & -2 & 1 & -2 & 1\\ \hline  & 2 & -1 & 2 & -1 & -1\end{array},"p{\left(x\right)} = (x + 1)\,(2\,x^{4}-1\,x^{3} + 2\,x^{2}-1\,x) + 2"
2,\textrm{wahr},\begin{array}{r|rrrrr}  & 2 & 1 & 1 & 1 & 1\\-1 &  & -2 & 1 & -2 & 1\\ \hline  & 2 & -1 & 2 & -1 & 2\end{array},"p{\left(x\right)} = (x + 1)\,(2\,x^{4}-1\,x^{3} + 2\,x^{2}-1\,x) + 2"
2,\textrm{wahr},\begin{array}{r|rrrrr}  & 2 & 1 & 1 & 1 & 1\\-1 &  & -2 & 1 & -2 & 1\\ \hline  & 2 & -1 & 2 & -1 & 2\end{array},"p{\left(x\right)} = (x + 1)\,(2\,x-1\,x + 2\,x-1\,x) + 2"
1,n > 4,"-2\,\sum_{ k = 4}^{n}k + \sum_{ k = 4}^{n}3","-2\,\frac{n\,(n + 1)}{2} + 3"
1,n > 4,"-2\,\sum_{ k = 4}^{n}k + \sum_{ k = 4}^{n}3","-2\,\frac{n\,(n + 4)}{2} + 3"
1,n > 4,"-2\,\sum_{ k = 4}^{n}k + \sum_{ k = 4}^{n}3","-2\,\frac{n\,(n + 1) + n + 2 + n + 3 + n + 4}{2} + 3"
2,\textrm{wahr},\begin{array}{r|rrrrrr}  & 2 & 1 & 1 & 1 & 0 & 1\\-1 &  & -2 & 1 & -2 & 1 & -1\\ \hline  & 2 & -1 & 2 & -1 & 1 & 0\end{array},"p{\left(x\right)} = (x + 1)\,(2\,x^{5}-1\,x^{4} + 2\,x^{3}-1\,x^{2} + 1\,x)"
2,\textrm{wahr},\begin{array}{r|rrrrrr}  & 2 & 1 & 1 & 1 & 0 & 1\\-1 &  & -2 & 1 & -2 & 1 & -1\\ \hline  & 2 & -1 & 2 & -1 & 1 & 0\end{array},"p{\left(x\right)} = (x + 1)\,(2\,x^{4}-1\,x^{3} + 2\,x^{2}-1\,x + 1)"
2,\textrm{wahr},\begin{array}{r|rrrrrr}  & 2 & 1 & 1 & 1 & 0 & 1\\-1 &  & -2 & 1 & -2 & 1 & -1\\ \hline  & 2 & -1 & 2 & -1 & 1 & 0\end{array},"p{\left(x\right)} = (x + 1)\,(2\,x^{4}-1\,x^{3} + 2\,x^{2}-1\,x + 1) + 0"
2,\textrm{wahr},\begin{array}{r|rrrrrr}  & 2 & 1 & 1 & 1 & 0 & 1\\-1 &  & -2 & 1 & -2 & 1 & -1\\ \hline  & 2 & -1 & 2 & -1 & 1 & 0\end{array},"p{\left(x\right)} = (x + 1)\,(2\,x^{4}-x^{3} + 2\,x^{2}-x + 1) + 0"
2,\textrm{wahr},"2 \cdot 1 \cdot 1 \cdot 1 \cdot 0 \cdot 1\,\frac{-1\, |\, -2 \cdot 1-2 \cdot 1-1}{2-1 \cdot 2-1 \cdot 1 \cdot 0}","p{\left(x\right)} = (x + 1)\,(2\,x^{4}-x^{3} + 2\,x^{2}-x + 1) + 0"
1,\textrm{wahr},"\sum_{ k = 1}^{n}4\,k + \sum_{ k = 1}^{n}4","n\,(3\,n + 1) + n \cdot 4"
1,\textrm{wahr},"\sum_{ k = 1}^{n}4\,k + \sum_{ k = 1}^{n}4","3\,n\,(n + 1) + n \cdot 4"
2,x\neq \frac{4}{3},"(3\,x-4)\,y = -3\,x + 1","3 + 3\,y = 4\,y + 1"
2,\textrm{wahr},"y = x^{2}-6\,x + \left( -\frac{6}{2}\right)^{2}-\left( -\frac{6}{2}\right)^{2}-4",y = \left( x-9\right)^{2}-13
2,x\neq \frac{3}{4},"(4\,x-3)\,y = -3\,x + 1","(4 + 3\,y)\,x = 3\,y + 1"
2,\left( x\neq \frac{3}{4}\right) \wedge \left( y = -\frac{4}{3}\right),"\Leftrightarrow (4 + 3\,y)\,x = 3\,y + 1",0 = -3
2,\textrm{wahr},"y = -3\,x^{2} + 3\,x + 2",-y = x^{2}-x-\frac{2}{3}
2,\textrm{wahr},-y = x^{2}-x-\frac{2}{3},-y = x^{2}-x-\left( -\frac{1}{2}\right)^{2}-\left( -\frac{1}{2}\right)^{2}-\frac{2}{3}
2,\textrm{wahr},-y = x^{2}-x-\left( -\frac{1}{2}\right)^{2}-\left( -\frac{1}{2}\right)^{2}-\frac{2}{3},-y = \left( x-\frac{1}{2}\right)^{2}-\frac{11}{12}
2,\textrm{wahr},-y + \frac{11}{12}\le 0,y\le \frac{11}{12}
2,\textrm{wahr},"-y = 3\,x^{2}-3\,x-2",-y = x^{2}-x-\frac{2}{3}
2,\textrm{wahr},"y = -3\,x^{2} + 3\,x + 2","y = 3\,x^{2}-3\,x-2"
2,\textrm{wahr},"y = 3\,x^{2}-3\,x-2",y = x^{2}-x-\frac{2}{3}
2,\textrm{wahr},y = x^{2}-x-\frac{2}{3},-y = x^{2}-x-\left( -\frac{1}{2}\right)^{2}-\left( -\frac{1}{2}\right)^{2}-\frac{2}{3}
1,\textrm{wahr},"\frac{(d + 5)\,(d-2)}{(d-2)\,(d + 2)}",\frac{d + 5}{d + 2} \cdot .
2,\textrm{wahr},"\Leftrightarrow -3\,b-2 = -5\,b-3","-8\,b = -1"
2,\textrm{wahr},"-8\,b = -1^{.}",b = \frac{1}{8}
2,\textrm{wahr},"-3\,b-2 = -5\,b-3","-8\,b = -1^{.}"
2,\textrm{wahr},"2\,b = -1^{.}",b = \frac{1}{2}
2,\textrm{wahr},"-3\,b-2 = -5\,b-3","2\,b = -1^{.}"
2,\textrm{wahr},"-3\,b-2 = -5\,b-3","-3\,b = -5\,b-1^{.}"
2,\textrm{wahr},"-3\,b = -5\,b-1^{.}","2\,b = -1"
