category,assumptions,t0,t1
2,\textrm{wahr},\left( x < -\frac{6}{5}\right) \vee \left( x\ge -\frac{8}{5}\right),"\left( -(5\,x + 8) < 2\right) \vee \left( 5\,x + 8 < 0\right)"
2,\textrm{wahr},"\left( -(5\,x + 8) < 2\right) \vee \left( 5\,x + 8 < 0\right)",\left( x > -2\right) \wedge \left( x < -\frac{8}{5}\right)
2,\textrm{wahr},\left( x < -\frac{6}{5}\right) \vee \left( x\ge -\frac{8}{5}\right),"\left( -(5\,x + 8) < 2\right) \vee \left( 5\,x + 8 < 0\right)"
2,\textrm{wahr},"\left( -(5\,x + 8) < 2\right) \vee \left( 5\,x + 8 < 0\right)",\left( x > -2\right) \wedge \left( x < -\frac{8}{5}\right)
2,\textrm{wahr},\left( x < -\frac{6}{5}\right) \vee \left( x\ge -\frac{8}{5}\right),\left( x > -2\right) \wedge \left( x < -\frac{8}{5}\right)
2,\textrm{wahr},\left( x < -\frac{6}{5}\right) \vee \left( x\ge -\frac{8}{5}\right),"\left( -(5\,x + 8) < 2\right) \vee \left( 5\,x + 8 < o\right)"
2,\textrm{wahr},"\left|5\,x + 8\right|  > 2","\left( -(5\,x + 8) < 2\right) \vee \left( 5\,x + 8 < o\right)"
2,\textrm{wahr},"\left( -(5\,x + 8) < 2\right) \vee \left( 5\,x + 8 < o\right)",\left( x > -2\right) \vee \left( x < -\frac{8}{5}\right)
2,\textrm{wahr},"\left( -(5\,x + 8) < 2\right) \vee \left( 5\,x + 8 < o\right)",\left( x > -2\right) \vee \left( x < -\frac{8}{5}\right)
2,\textrm{wahr},"\left( -(5\,x + 8) < 2\right) \vee \left( 5\,x + 8 < o\right)",\left( x > -2\right) \vee \left( x < -\frac{8}{5}\right)
2,\textrm{wahr},"\left( -(5\,x + 8) < 2\right) \vee \left( 5\,x + 8 < o\right)",\left( x > -2\right) \vee \left( x < -\frac{8}{5}\right)
2,\textrm{wahr},"\left( -(5\,x + 8) < 2\right) \vee \left( 5\,x + 8 < o\right)",\left( x > -2\right) \vee \left( x < -\frac{8}{5}\right)
2,\left( x\neq 2\right) \wedge \left( x < \frac{7}{2}\right),"-12\,x > -8",x < -\frac{8}{12}
2,\left( x\neq 2\right) \wedge \left( x < \frac{7}{2}\right),"\frac{-6\,x-4}{2\,x-4} > 3","-6\,x-4 > 3\,(2\,x-4)"
2,\left( x\neq 2\right) \wedge \left( x < \frac{7}{2}\right),"-12\,x < -8",x < -\frac{8}{12}
2,\textrm{wahr},"x^{2}-3\,x\,\left( -\frac{3}{2}\right)^{2} < 1 + \frac{1}{4}",\left( x-\frac{3}{2}\right)^{2} < 1 + \frac{1}{4}
2,\textrm{wahr},\left|x-\frac{3}{2}\right|  < \sqrt{1 + \frac{1}{4}},\left( \left( x < \frac{3}{2} + \sqrt{1 + \frac{1}{4}}\right) \vee \left( x < \frac{3}{2}-\sqrt{1 + \frac{1}{4}}\right)\right) \wedge \left( \left( x > -\frac{3}{2} + \sqrt{1 + \frac{1}{4}}\right) \vee \left( x > -\frac{3}{2}-\sqrt{1 + \frac{1}{4}}\right)\right)
2,\left( x\neq 2\right) \wedge \left( x < \frac{7}{2}\right),"-12\,x < -8",x < -\frac{8}{12}
2,\textrm{wahr},"x^{2}-3\,x\,\left( -\frac{3}{2}\right)^{2} < 1 + \frac{1}{4}",\left( x-\frac{3}{2}\right)^{2} < 1 + \frac{1}{4}
2,\textrm{wahr},\left|x-\frac{3}{2}\right|  < \sqrt{1 + \frac{1}{4}},\left( \left( x < \frac{3}{2} + \sqrt{1 + \frac{1}{4}}\right) \vee \left( x < \frac{3}{2}-\sqrt{1 + \frac{1}{4}}\right)\right) \wedge \left( \left( x > -\frac{3}{2} + \sqrt{1 + \frac{1}{4}}\right) \vee \left( x > -\frac{3}{2}-\sqrt{1 + \frac{1}{4}}\right)\right)
2,\textrm{wahr},"x^{2}-3\,x\,\left( -\frac{3}{2}\right)^{2} < 1 + \frac{1}{4}",\left( x-\frac{3}{2}\right)^{2} < 1 + \frac{1}{4}
2,\textrm{wahr},\left|x-\frac{3}{2}\right|  < \sqrt{1 + \frac{1}{4}},\left( \left( x < \frac{3}{2} + \sqrt{1 + \frac{1}{4}}\right) \vee \left( x < \frac{3}{2}-\sqrt{1 + \frac{1}{4}}\right)\right) \wedge \left( \left( x > -\frac{3}{2} + \sqrt{1 + \frac{1}{4}}\right) \vee \left( x > -\frac{3}{2}-\sqrt{1 + \frac{1}{4}}\right)\right)
2,\left( x\neq 2\right) \wedge \left( x > \frac{1}{2}\right),"\frac{-6\,x-4}{2\,x-4} > 3","-6\,x-4 > 3\,(2\,x-4)"
2,\left( x\neq 2\right) \wedge \left( x > \frac{1}{2}\right),"-12\,x > -8",x < -\frac{8}{12}
2,\left( x\neq 2\right) \wedge \left( x > \frac{1}{2}\right),"\frac{-6\,x-4}{2\,x-4} > 3","-6\,x-4 > 3\,(2\,x-4)"
2,\left( x\neq 2\right) \wedge \left( x > \frac{1}{2}\right),"-12\,x > -8",x < -\frac{8}{12}
2,\textrm{wahr},"\left|5\,x + 1\right|  > 8","\left( 5\,x + 1 > 8\right) \vee \left( 5\,x + 1 < 8\right)"
2,x < \frac{1}{2},x > 0,"\mathbb{L} = \big(0,\infty \big)"
2,x\ge \frac{1}{2},x < 1,"\mathbb{L} = \big(-\infty ,1\big)"
2,\textrm{wahr},"\left|7\,x-3\right|  > 4","7\,x-3 > 4"
2,\textrm{wahr},"\left|7\,x-3\right|  > 4","\left( 7\,x-3 > 4\right) \vee \left( -(7\,x-3) < 4\right)"
2,\textrm{wahr},"\left|7\,x-3\right|  > 4","\left( 7\,x-3 > 4\right) \vee \left( 7\,x-3 < 4\right)"
2,\textrm{wahr},"\left( 7\,x-3 > 4\right) \vee \left( 7\,x-3 < 4\right)","\left( 7\,x > 7\right) \vee \left( -7\,x + 3 < 4\right)"
2,\textrm{wahr},"\left|7\,x-3\right|  > 4","\left( 7\,x-3 > 4\right) \vee \left( 7\,x-3 > 4\right)"
2,\textrm{wahr},"\left|9\,x + 5\right|  > 3","\left( 9\,x + 5 > 3\right) \wedge \left( 9\,x + 5 < -3\right)"
2,\textrm{wahr},"\left|7\,x + 6\right|  > 8","\left( 7\,x + 6 < -8\right) \wedge \left( 7\,x + 6 > 8\right)"
2,\textrm{wahr},"\left|8\,x + 3\right|  > 4","\left( 8\,x + 3 < -4\right) \wedge \left( 8\,x + 3 > 4\right)"
2,\textrm{wahr},"\left|8\,x + 3\right|  > 4","\left( 8\,x + 3 < -4\right) \wedge \left( 8\,x + 3 > 4\right)"
2,\textrm{wahr},"\left|8\,x + 3\right|  > 4","\left( 8\,x + 3 > -4\right) \wedge \left( 8\,x + 3 < 4\right)"
2,\textrm{wahr},"\left|8\,x + 3\right|  > 4","\left( 8\,x + 3 < -4\right) \wedge \left( 8\,x + 3 > 4\right)"
2,\left( \left( x\neq 2\right) \wedge \left( x > 2\right)\right) \wedge \left( x < 2\right),2 < x > 15,\textrm{falsch}
2,\left( \left( x\neq 2\right) \wedge \left( x > 2\right)\right) \wedge \left( x < 2\right),2 < x > 15,\textrm{falsch}
2,\left( \left( x\neq 2\right) \wedge \left( x > 2\right)\right) \wedge \left( x < 2\right),x > 15,\textrm{falsch}
2,\left( \left( x\neq 2\right) \wedge \left( x > 2\right)\right) \wedge \left( x < 2\right),x > 15,\textrm{falsch}
2,\left( \left( x\neq 2\right) \wedge \left( x > 2\right)\right) \wedge \left( x < 2\right),x > 15,\textrm{falsch}
2,\left( \left( x\neq 2\right) \wedge \left( x > 2\right)\right) \wedge \left( x < 2\right),x > 15,\textrm{falsch}
2,\left( x\neq 2\right) \wedge \left( x < 2\right),"5\,x + 3 > 2\,(3\,x-6)","5\,x + 3 < 6\,x-12"
2,\left( x\neq 2\right) \wedge \left( x < 2\right),"5\,x + 3 > 2\,(3\,x-6)","5\,x + 3 < 6\,x-12"
2,\textrm{wahr},"x^{2}-2\,x-3 < 4",\left( x-1\right)^{2} < 4
2,\textrm{wahr},\left|x-2.5\right|  > \sqrt{9.25},\left( x-2.5 < -\sqrt{9.25}\right) \wedge \left( x-2.5 > \sqrt{9.25}\right)
2,\textrm{wahr},"-4\,u + 2 < -u-1","-4\,u + 2 < -4-1"
2,\textrm{wahr},"-3\,u < -3",u < 1
2,\textrm{wahr},"-4\,u + 2 < -u-1","-4\,u + 2 < -4-1"
2,\textrm{wahr},"-3\,u < -3",u < 1
2,\textrm{wahr},"-3\,u < -3",u < 1
2,\textrm{wahr},"3\,c < 2 + 3\,m","c < \frac{2}{3}\,m"
2,\textrm{wahr},\left|x-1\right|  < \sqrt{6},\left( x-1 > \sqrt{6}\right) \wedge \left( x-1 < -\sqrt{6}\right)
2,\textrm{wahr},\left|x-1\right|  < \sqrt{6},\left( x-1 < -\sqrt{6}\right) \wedge \left( x-1 > \sqrt{6}\right)
2,\textrm{wahr},"3\,c < 2 + 3\,m","c < \frac{2}{3}\,m"
2,\textrm{wahr},"3\,c < 2 + 3\,m","c > \frac{2}{3}\,m"
2,\textrm{wahr},\left( x + 2.5\right)^{2} > -9.25,x + 2.5 > \sqrt{-9.25}
2,\left( x\neq 2\right) \wedge \left( x > 2\right),"5\,x + 3 > 6\,x-12",-x > 15
2,\left( x\neq 2\right) \wedge \left( x < 2\right),"5\,x + 3 > 6\,x-12",-x > 15
2,\left( x\neq 2\right) \wedge \left( x > 2\right),"5\,x + 3 > 6\,x-12",-x > 15
2,\left( x\neq 2\right) \wedge \left( x < 2\right),"5\,x + 3 > 6\,x-12",-x > 15
2,\left( x\neq 2\right) \wedge \left( x < 2\right),-x > -15,\left( x > 2\right) \wedge \left( x < 15\right)
2,\left( x\neq 2\right) \wedge \left( x < 2\right),-x > -15,\left( x > 2\right) \wedge \left( x < 15\right)
2,\left( x\neq 2\right) \wedge \left( x < 2\right),-x > -15,\left( x > 2\right) \wedge \left( x < 15\right)
2,\left( x\neq 2\right) \wedge \left( x < 2\right),x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,\left( x\neq 2\right) \wedge \left( x < 2\right),2 > x < 15,\textrm{falsch}
2,\left( x\neq 2\right) \wedge \left( x < 2\right),2 > x > 15,\textrm{falsch}
2,\left( x\neq 2\right) \wedge \left( x < 2\right),2 > x > 15,\textrm{falsch}
2,\left( x\neq 2\right) \wedge \left( x < 2\right),2 > x > 15,\textrm{falsch}
2,\left( x\neq 2\right) \wedge \left( x < 2\right),2 > x > 15,\textrm{falsch}
2,\left( x\neq -1\right) \wedge \left( x > 1\right),"-39\,x < 29",1 < x > -\frac{29}{39}
2,\left( x\neq -1\right) \wedge \left( x < 1\right),"\frac{-4\,x + 6}{5\,x + 5} < 7","-4\,x + 6 > 7\,(5\,x + 5)"
2,\left( x\neq -1\right) \wedge \left( x > 1\right),"-39\,x < 29",1 < x > -\frac{29}{39}
2,\left( x\neq -1\right) \wedge \left( x < 1\right),"\frac{-4\,x + 6}{5\,x + 5} < 7","-4\,x + 6 > 7\,(5\,x + 5)"
2,\left( x\neq -1\right) \wedge \left( x > 1\right),"-39\,x < 29",1 < x > -\frac{29}{39}
2,\left( x\neq -1\right) \wedge \left( x < 1\right),"\frac{-4\,x + 6}{5\,x + 5} < 7","-4\,x + 6 < 7\,(5\,x + 5)"
2,\left( x\neq -1\right) \wedge \left( x < 1\right),"-4\,x + 6 < 7\,(5\,x + 5)","-4\,x + 6 > 35\,x + 35"
2,\left( x\neq 1\right) \wedge \left( x > 1\right),x > \frac{13}{6},\textrm{wahr}
2,\left( x\neq -1\right) \wedge \left( x > 1\right),"-39\,x < 29",1 < x > -\frac{29}{39}
2,\left( x\neq -1\right) \wedge \left( x < 1\right),"\frac{-4\,x + 6}{5\,x + 5} < 7","-4\,x + 6 > 7\,(5\,x + 5)"
2,\left( x\neq -1\right) \wedge \left( x > 1\right),"-39\,x < 29",1 < x > -\frac{29}{39}
2,\left( x\neq -1\right) \wedge \left( x < 1\right),"\frac{-4\,x + 6}{5\,x + 5} < 7","-4\,x + 6 > 7\,(5\,x + 5)"
2,\left( x\neq -1\right) \wedge \left( x < 1\right),"\frac{-4\,x + 6}{5\,x + 5} < 7","-4\,x + 6 > 7\,(5\,x + 5)"
2,\textrm{wahr},\left|x-\frac{3}{2}\right|  > \sqrt{\frac{1}{4}},\left( x-\frac{3}{2} < -\sqrt{\frac{1}{4}}\right) \wedge \left( x-\frac{3}{2}\ge \sqrt{\frac{1}{4}}\right)
2,\textrm{wahr},\left( x-\frac{3}{2}\right)^{2} > \frac{1}{4},\left( x-\frac{3}{2} < -\sqrt{\frac{1}{4}}\right) \wedge \left( x-\frac{3}{2}\ge \sqrt{\frac{1}{4}}\right)
2,\textrm{wahr},\left( x-\frac{3}{2}\right)^{2} > \frac{1}{4},x-\frac{3}{2}\ge \sqrt{\frac{1}{4}}
2,\textrm{wahr},\left( x-\frac{3}{2}\right)^{2} > \frac{1}{4},x-\frac{3}{2} > \sqrt{\frac{1}{4}}
2,\textrm{wahr},\left( x-\frac{3}{2}\right)^{2} > \frac{1}{4},x-\frac{3}{2} > \frac{1}{2}
2,x\neq 2,"\frac{5\,x + 3}{3\,x-6} > 2","5 + 3 > 2\,(3\,x-6)"
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,"\frac{5\,x + 3}{3\,x-6} > 2","5 + 3 > 2\,(3\,x-6)"
2,\left( x\neq 2\right) \wedge \left( x < 2\right),-x > -15,x > 15
2,\left( x\neq 2\right) \wedge \left( x > 2\right),"5\,x + 3 > 2\,(3\,x-6)","3\,x + 3 > 6\,x-12"
2,\left( x\neq 2\right) \wedge \left( x > 2\right),"5\,x + 3 > 2\,(3\,x-6)","3\,x + 3 > 6\,x-12"
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,"\frac{5\,x + 3}{3\,x-6} > 2","5 + 3 > 2\,(3\,x-6)"
2,x\neq 2,"\frac{5\,x + 3}{3\,x-6} > 2","5 + 3 < 2\,(3\,x-6)"
2,x\neq 2,"5 + 3 < 2\,(3\,x-6)","5\,x + 3 < 6\,x-12"
2,\textrm{wahr},"\left|5\,x + 8\right|  > 2","\left( 5\,x + 8 < -2\right) \wedge \left( 5\,x + 8 > 2\right)"
2,\textrm{wahr},"\left|5\,x + 8\right|  > 2","\left( 5\,x + 8 < -2\right) \wedge \left( 5\,x + 8 > 2\right)"
2,\textrm{wahr},"\left|5\,x + 8\right|  > 2","\left( 5\,x + 8 < -2\right) \wedge \left( 5\,x + 8 > 2\right)"
2,\textrm{wahr},"\left|5\,x + 8\right|  > 2","\left( 5\,x + 8 > -2\right) \wedge \left( 5\,x + 8 > 2\right)"
2,\textrm{wahr},"\left|5\,x + 8\right|  > 2","\left( 5\,x + 8 > -2\right) \wedge \left( 5\,x + 8 < 2\right)"
2,\textrm{wahr},\left|x + \frac{7}{3}\right|  > \frac{1}{3},\left( x + \frac{7}{3} > \frac{1}{3}\right) \wedge \left( x + \frac{7}{3} > -\frac{1}{3}\right)
2,\textrm{wahr},\left( x + \frac{7}{3} > \frac{1}{3}\right) \wedge \left( x + \frac{7}{3} > -\frac{1}{3}\right),\left( x > -\frac{6}{3}\right) \wedge \left( x < -\frac{8}{3}\right)
2,\textrm{wahr},\left|x + \frac{7}{3}\right|  > \frac{1}{3},\left( x + \frac{7}{3} > \frac{1}{3}\right) \wedge \left( x + \frac{7}{3} < -\frac{1}{3}\right)
2,\textrm{wahr},\left|x-\frac{2}{9}\right|  > -\frac{8}{9},\left( x-\frac{2}{9} < \frac{8}{9}\right) \vee \left( x-\frac{8}{9} > -\frac{8}{9}\right)
2,\textrm{wahr},"-3\,l < 6",l > 2
2,\textrm{wahr},"-3\,l < 6",l < 2
2,\left( x\neq 2\right) \wedge \left( x < 2\right),2 > x > 15,\textrm{falsch}
2,\left( x\neq 2\right) \wedge \left( x < 2\right),2 > x > 15,\textrm{falsch}
2,\left( x\neq 2\right) \wedge \left( x < 2\right),2 > x > 15,\textrm{falsch}
2,\left( x\neq 2\right) \wedge \left( x < 2\right),2 > x > 15,\textrm{falsch}
2,\left( x\neq -0.6666666666666666\right) \wedge \left( x > \frac{-4}{6}\right),"4\,x + 6 > 12\,x + 8","-8\,x > 14"
2,\left( x\neq -0.6666666666666666\right) \wedge \left( x > \frac{-4}{6}\right),x < -\frac{1}{4},\textrm{falsch}
2,\textrm{wahr},"x^{2} + 5\,x-5 < 0","x^{2} + 5\,x + \left( \frac{5}{2}\right)^{2}-\left( \frac{5}{2}\right)^{2} < 0"
2,\textrm{wahr},\left|x + 2.5\right|  < \sqrt{11.25},\left( x + 2.5 > \sqrt{11.25}\right) \vee \left( x + 2.5 < -\sqrt{11.25}\right)
2,\textrm{wahr},"x^{2} + 5\,x-5 < 0","x^{2} + 5\,x + \left( \frac{5}{2}\right)^{2}-\left( \frac{5}{2}\right)^{2} < 0"
2,\textrm{wahr},\left|x + 2.5\right|  < \sqrt{11.25},\left( x + 2.5 > \sqrt{11.25}\right) \vee \left( x + 2.5 < -\sqrt{11.25}\right)
2,\textrm{wahr},\left|x + 2.5\right|  < \sqrt{11.25},\left( x + 2.5 > \sqrt{11.25}\right) \vee \left( x + 2.5 < -\sqrt{11.25}\right)
2,\textrm{wahr},"x^{2} + 4\,x + \left( \frac{4}{2}\right)^{2}-\left( \frac{4}{2}\right)^{2} < 0","x^{2} + 4\,x + 4-4 + 3 < 0"
2,\textrm{wahr},\left( x-2.5 > -\sqrt{1.25}\right) \wedge \left( x-2.5 < \sqrt{1.25}\right),\left( x > -\sqrt{1.25}-2.5\right) \wedge \left( x < \sqrt{1.25}-2.5\right)
2,\left( x\neq 2\right) \wedge \left( x < 2\right),"5\,x + 3 > 2\,(3\,x-6)","5\,x + 3 < 6\,x-12"
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,\left( x\neq -1\right) \wedge \left( x < 1\right),"\frac{-4\,x + 6}{5\,x + 5} < 7","-4\,x + 6 > 7\,(5\,x + 5)"
2,x\neq -1,"\frac{-4\,x + 6}{5\,x + 5} < 7","-4\,x + 6 < 7\,(5\,x + 5)"
2,\left( x\neq -1\right) \wedge \left( x < 1\right),"\frac{-4\,x + 6}{5\,x + 5} < 7","-4\,x + 6 > 7\,(5\,x + 5)"
2,\left( x\neq -1\right) \wedge \left( x < 1\right),"\frac{-4\,x + 6}{5\,x + 5} < 7","-4\,x + 6 > 7\,(5\,x + 5)"
2,\left( x\neq -1\right) \wedge \left( x < 1\right),"\frac{-4\,x + 6}{5\,x + 5} < 7","-4\,x + 6 > 7\,(5\,x + 5)"
2,\left( x\neq -1.4\right) \wedge \left( x < 2\right),"-6\,x < 12",x > 2
2,\left( x\neq -1\right) \wedge \left( x < 1\right),"\frac{-4\,x + 6}{5\,x + 5} < 7","-4\,x + 6 > 7\,(5\,x + 5)"
2,\left( x\neq -1.4\right) \wedge \left( x < 2\right),"-6\,x < 12",x > 2
2,\left( x\neq -1.4\right) \wedge \left( x < 2\right),x > -2,\textrm{falsch}
2,\left( x\neq -1\right) \wedge \left( x < 1\right),"\frac{-4\,x + 6}{5\,x + 5} < 7","-4\,x + 6 < 7\,(5\,x + 5)"
2,\left( x\neq -1\right) \wedge \left( x < 1\right),"-4\,x + 6 < 7\,(5\,x + 5)","-4\,x + 6 > 35\,x + 35"
2,\left( x\neq -1\right) \wedge \left( x < 1\right),"\frac{-4\,x + 6}{5\,x + 5} < 7","-4\,x + 6 > 7\,(5\,x + 5)"
2,\textrm{wahr},\left|x-1.5\right|  > \sqrt{5.25},\left( x-1.5 > -\sqrt{5.25}\right) \wedge \left( x-1.5 < \sqrt{5.25}\right)
2,\textrm{wahr},\left|x-1.5\right|  > \sqrt{5.25},\left( x-1.5 > -\sqrt{5.25}\right) \wedge \left( x-1.5 < \sqrt{5.25}\right)
2,\left( x\neq -1\right) \wedge \left( x < 1\right),"\frac{-4\,x + 6}{5\,x + 5} < 7","-4\,x + 6 > 7\,(5\,x + 5)"
2,\textrm{wahr},\left|x-1.5\right|  > \sqrt{5.25},\left( x-1.5 > -\sqrt{5.25}\right) \wedge \left( x-1.5 < \sqrt{5.25}\right)
2,\textrm{wahr},\left|x-2.5\right|  > \sqrt{9.25},\left( x-2.5 < -\sqrt{9.25}\right) \wedge \left( x-2.5 > \sqrt{9.25}\right)
2,\left( x\neq -1\right) \wedge \left( x < -1\right),"-39\,x > 29",-1 > x > -\frac{29}{39}
2,\left( x\neq -1\right) \wedge \left( x < -1\right),"-39\,x > 29",x > -\frac{29}{39}
2,\textrm{wahr},\left|x-1.5\right|  > \sqrt{5.25},\left( x-1.5 < -\sqrt{5.25}\right) \wedge \left( x-1.5 > \sqrt{5.25}\right)
2,\textrm{wahr},\left|x-1.5\right|  > \sqrt{5.25},\left( x-1.5 < -\sqrt{5.25}\right) \wedge \left( x-1.5 > \sqrt{5.25}\right)
2,\textrm{wahr},\left|x-1\right|  < 2,\left( x-1 > 2\right) \wedge \left( x-1 < 2\right)
2,\textrm{wahr},\left|x-1.5\right|  > \sqrt{5.25},\left( x-1.5 > -\sqrt{5.25}\right) \wedge \left( x-1.5 < \sqrt{5.25}\right)
2,\textrm{wahr},\left|x-1.5\right|  > \sqrt{5.25},\left( x-1.5 < -\sqrt{5.25}\right) \wedge \left( x-1.5 > \sqrt{5.25}\right)
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,x < 15,"\mathbb{L} = \big(2,15\big)"
2,\textrm{wahr},"\left|8\,x + 3\right|  > 4","\left( 8\,x + 3 < -4\right) \wedge \left( 8\,x + 3 > 4\right)"
2,x\neq 2,"\frac{5\,x + 3}{3\,x-6} > 2","5\,x + 3 < 2\,(3\,x-6)"
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,"\frac{5\,x + 3}{3\,x-6} > 2","5\,x + 3 < 2\,(3\,x-6)"
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,"\frac{5\,x + 3}{3\,x-6} > 2","5\,x + 3 < 2\,(3\,x-6)"
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,x\neq 2,x < 15,\left( x > 2\right) \wedge \left( x < 15\right)
2,\textrm{wahr},\left|x + 1\right|  > \frac{3}{7},\left( x + 1 > \frac{3}{7}\right) \wedge \left( x + 1 < -\frac{3}{7}\right)
2,\textrm{wahr},c > 0,"\mathbb{L} = \big(0,\infty \big)"
2,\textrm{wahr},"2\,p + 1 > 4\,p + 2","-2\,p > 3"
2,z\neq -2,"(6 + 3\,z)\,u > 4","u > \frac{4}{6 + 3\,z}"
2,\textrm{wahr},"-u + 4 < 5\,u + 3\,z","6\,u + 3\,z\,u > 4"
2,\textrm{wahr},"-u + 4 < 5\,u + 3\,z","6\,u + 3\,z\,u > 4"
2,z\neq -2,"(6 + 3\,z)\,u > 4","u > \frac{4}{6 + 3\,z}"
2,\textrm{wahr},"-u + 4 < 5\,u + 3\,z","6\,u + 3\,z\,u > 4"
2,z\neq -2,"(6 + 3\,z)\,u > 4","u > \frac{4}{6 + 3\,z}"
2,\textrm{wahr},"4 < 6\,u + 3\,z","6\,u + 3\,z\,u > 4"
2,z\neq -2,"(6 + 3\,z)\,u > 4","u > \frac{4}{6 + 3\,z}"
2,\textrm{wahr},"4 < 6\,u + 3\,z","6\,u + 3\,z\,u > 4"
2,z\neq -2,"(6 + 3\,z)\,u > 4","u > \frac{4}{6 + 3\,z}"
2,\textrm{wahr},x^{2}-x-5 > 0,"x^{2}-x\,\left( \frac{-1}{2}\right)^{2}-\left( \frac{-1}{2}\right)^{2}-5 > 0"
2,\textrm{wahr},"x^{2}-x\,\left( \frac{-1}{2}\right)^{2}-\left( \frac{-1}{2}\right)^{2}-5 > 0",x^{2}-x + 0.25-0.25-5 > 0
2,\textrm{wahr},\left|x-0.5\right|  > \sqrt{5.25},\left( x-0.5 < -\sqrt{5.25}\right) \wedge \left( x-0.5 > \sqrt{5.25}\right)
2,\left( x\neq -1.4\right) \wedge \left( x > 7\right),"x < \frac{35}{2}\,x + \frac{51}{2}","x < \frac{35\,x + 51}{2} > 7"
2,\left( x\neq -1.4\right) \wedge \left( x > 7\right),"x < \frac{35}{2}\,x + \frac{51}{2}","x < \frac{35\,x + 51}{2} > 7"
2,\left( x\neq -1.4\right) \wedge \left( x > 7\right),"x < \frac{35}{2}\,x + \frac{51}{2}","\left( \frac{35\,x + 51}{2} > x\right) \wedge \left( \frac{35\,x + 51}{2} < 7\right)"
2,\left( x\neq 2\right) \wedge \left( x > 2\right),-x > -15,x > 15
2,\left( x\neq -1.4\right) \wedge \left( x < -\frac{7}{5}\right),"\frac{-2\,x + 2}{-5\,x-7} > 7","-2\,x + 2 < 7\,(-5\,x-7)"
2,\textrm{wahr},"-6\,u < -4 + 3\,z","u < \frac{4}{6} + \frac{3}{6}\,z"
2,\textrm{wahr},"-6\,u < -4 + 3\,z","u < \frac{4}{6}-\frac{3}{6}\,z"
2,\textrm{wahr},"-6\,u < -4 + 3\,z","u < \frac{4}{6}-\frac{3}{6}\,z"
2,\textrm{wahr},"-6\,u < -4 + 3\,z","u < \frac{4}{6} + \frac{3}{-6}\,z"
2,\left( x\neq -1.4\right) \wedge \left( x > -\frac{7}{5}\right),x > -\frac{17}{11},\textrm{falsch}
2,\left( x\neq -1.4\right) \wedge \left( x < -\frac{7}{5}\right),"\frac{-2\,x + 2}{-5\,x-7} > 7","-2\,x + 2 < 7\,(-5\,x-7)"
2,\left( x\neq -1.4\right) \wedge \left( x < -\frac{7}{5}\right),x > -\frac{17}{11},\textrm{falsch}
2,\left( x\neq -1.4\right) \wedge \left( x < -\frac{7}{5}\right),x < -\frac{17}{11},\textrm{wahr}
2,x\neq -1.4,x > -\frac{17}{11},\textrm{falsch}
2,\left( x\neq -1.4\right) \wedge \left( x < -\frac{7}{5}\right),"\frac{-2\,x + 2}{-5\,x-7} > 7","-2\,x + 2 < 7\,(-5\,x-7)"
2,\left( x\neq 3\right) \wedge \left( x > 3\right),"\frac{2\,x + 4}{-3\,x + 9} < 1","2\,x + 4 < 1\,(-3\,x + 9)"
2,\left( x\neq 3\right) \wedge \left( x > 3\right),"\frac{2\,x + 4}{-3\,x + 9} < 1","2\,x + 4 < -3\,x + 9"
2,\left( x\neq 3\right) \wedge \left( x > 3\right),"2\,x + 4 > 1\,(-3\,x + 9)","2\,x + 4 < -3\,x + 9"
2,\left( x\neq 3\right) \wedge \left( x > 3\right),x > 1,\textrm{falsch}
2,x\neq 3,"\frac{2\,x + 4}{-3\,x + 9} < 1","2\,x + 4 > 1\,(-3\,x + 9)"
